Date,Price,Year,Month,Day
04-05-2017,47.53,2017,5,4
03-05-2017,48.82,2017,5,3
02-05-2017,49.31,2017,5,2
01-05-2017,50.41,2017,5,1
28-04-2017,49.46,2017,4,28
27-04-2017,49.46,2017,4,27
26-04-2017,49.99,2017,4,26
25-04-2017,49.37,2017,4,25
24-04-2017,49.45,2017,4,24
21-04-2017,49.93,2017,4,21
20-04-2017,50.66,2017,4,20
19-04-2017,52.43,2017,4,19
18-04-2017,52.6,2017,4,18
17-04-2017,54.79,2017,4,17
13-04-2017,55.05,2017,4,13
12-04-2017,54.75,2017,4,12
11-04-2017,54.73,2017,4,11
10-04-2017,54.79,2017,4,10
07-04-2017,54.24,2017,4,7
06-04-2017,53.62,2017,4,6
05-04-2017,53.41,2017,4,5
04-04-2017,53.08,2017,4,4
03-04-2017,52.04,2017,4,3
31-03-2017,52.2,2017,3,31
30-03-2017,52.25,2017,3,30
29-03-2017,51.36,2017,3,29
28-03-2017,50.72,2017,3,28
27-03-2017,50.12,2017,3,27
24-03-2017,49.97,2017,3,24
23-03-2017,50.17,2017,3,23
22-03-2017,49.56,2017,3,22
21-03-2017,50.14,2017,3,21
20-03-2017,50.67,2017,3,20
17-03-2017,50.58,2017,3,17
16-03-2017,50.56,2017,3,16
15-03-2017,50.63,2017,3,15
14-03-2017,49.6,2017,3,14
13-03-2017,50.1,2017,3,13
10-03-2017,50.63,2017,3,10
09-03-2017,50.65,2017,3,9
08-03-2017,53.3,2017,3,8
07-03-2017,54.61,2017,3,7
06-03-2017,54.73,2017,3,6
03-03-2017,54.12,2017,3,3
02-03-2017,54.16,2017,3,2
01-03-2017,55.72,2017,3,1
28-02-2017,53.36,2017,2,28
27-02-2017,54.65,2017,2,27
24-02-2017,54.69,2017,2,24
23-02-2017,55.82,2017,2,23
22-02-2017,54.9,2017,2,22
21-02-2017,56.34,2017,2,21
20-02-2017,55.25,2017,2,20
17-02-2017,54.48,2017,2,17
16-02-2017,54.16,2017,2,16
15-02-2017,54.57,2017,2,15
14-02-2017,54.96,2017,2,14
13-02-2017,54.15,2017,2,13
10-02-2017,55.2,2017,2,10
09-02-2017,53.98,2017,2,9
08-02-2017,54.42,2017,2,8
07-02-2017,53.79,2017,2,7
06-02-2017,55.02,2017,2,6
03-02-2017,55.92,2017,2,3
02-02-2017,55.94,2017,2,2
01-02-2017,55.79,2017,2,1
31-01-2017,55.25,2017,1,31
30-01-2017,54.77,2017,1,30
27-01-2017,54.8,2017,1,27
26-01-2017,55.89,2017,1,26
25-01-2017,54.34,2017,1,25
24-01-2017,54.7,2017,1,24
23-01-2017,54.8,2017,1,23
20-01-2017,55.04,2017,1,20
19-01-2017,53.18,2017,1,19
18-01-2017,53.77,2017,1,18
17-01-2017,54.68,2017,1,17
16-01-2017,54.3,2017,1,16
13-01-2017,54.37,2017,1,13
12-01-2017,54.51,2017,1,12
11-01-2017,53.61,2017,1,11
10-01-2017,53.2,2017,1,10
09-01-2017,54.39,2017,1,9
06-01-2017,55.9,2017,1,6
05-01-2017,54.99,2017,1,5
04-01-2017,54.57,2017,1,4
03-01-2017,55.05,2017,1,3
30-12-2016,54.96,2016,12,30
29-12-2016,54.97,2016,12,29
28-12-2016,54.95,2016,12,28
23-12-2016,53.93,2016,12,23
22-12-2016,54.04,2016,12,22
21-12-2016,53.01,2016,12,21
20-12-2016,54.56,2016,12,20
19-12-2016,53.53,2016,12,19
16-12-2016,54.15,2016,12,16
15-12-2016,51.72,2016,12,15
14-12-2016,53.15,2016,12,14
13-12-2016,53.28,2016,12,13
12-12-2016,53.99,2016,12,12
09-12-2016,52.19,2016,12,9
08-12-2016,51.6,2016,12,8
07-12-2016,51.9,2016,12,7
06-12-2016,52.31,2016,12,6
05-12-2016,53.3,2016,12,5
02-12-2016,52.35,2016,12,2
01-12-2016,52.28,2016,12,1
30-11-2016,47.95,2016,11,30
29-11-2016,44.68,2016,11,29
28-11-2016,46.64,2016,11,28
25-11-2016,46.32,2016,11,25
24-11-2016,47.54,2016,11,24
23-11-2016,46.54,2016,11,23
22-11-2016,46.1,2016,11,22
21-11-2016,45.96,2016,11,21
18-11-2016,44.41,2016,11,18
17-11-2016,44.57,2016,11,17
16-11-2016,45.07,2016,11,16
15-11-2016,44.15,2016,11,15
14-11-2016,41.83,2016,11,14
11-11-2016,41.61,2016,11,11
10-11-2016,43.67,2016,11,10
09-11-2016,43.88,2016,11,9
08-11-2016,43.47,2016,11,8
07-11-2016,42.83,2016,11,7
04-11-2016,43.06,2016,11,4
03-11-2016,43.84,2016,11,3
02-11-2016,44.26,2016,11,2
01-11-2016,45.77,2016,11,1
31-10-2016,46.2,2016,10,31
28-10-2016,47.78,2016,10,28
27-10-2016,49.13,2016,10,27
26-10-2016,48.98,2016,10,26
25-10-2016,49.08,2016,10,25
24-10-2016,49.8,2016,10,24
21-10-2016,50.28,2016,10,21
20-10-2016,50.42,2016,10,20
19-10-2016,51.85,2016,10,19
18-10-2016,49.81,2016,10,18
17-10-2016,49.31,2016,10,17
14-10-2016,48.87,2016,10,14
13-10-2016,49.29,2016,10,13
12-10-2016,49.53,2016,10,12
11-10-2016,50.48,2016,10,11
10-10-2016,51.54,2016,10,10
07-10-2016,50.49,2016,10,7
06-10-2016,50.14,2016,10,6
05-10-2016,49.57,2016,10,5
04-10-2016,48.81,2016,10,4
03-10-2016,48.61,2016,10,3
30-09-2016,48.24,2016,9,30
29-09-2016,48.43,2016,9,29
28-09-2016,45.49,2016,9,28
27-09-2016,44.95,2016,9,27
26-09-2016,46.61,2016,9,26
23-09-2016,46.71,2016,9,23
22-09-2016,47.21,2016,9,22
21-09-2016,45.99,2016,9,21
20-09-2016,45.24,2016,9,20
19-09-2016,46.04,2016,9,19
16-09-2016,45.26,2016,9,16
15-09-2016,45.83,2016,9,15
14-09-2016,45.65,2016,9,14
13-09-2016,46.48,2016,9,13
12-09-2016,47.82,2016,9,12
09-09-2016,48.37,2016,9,9
08-09-2016,49.23,2016,9,8
07-09-2016,47,2016,9,7
06-09-2016,46.21,2016,9,6
05-09-2016,46.72,2016,9,5
02-09-2016,45.96,2016,9,2
01-09-2016,45.05,2016,9,1
31-08-2016,47.94,2016,8,31
30-08-2016,47.94,2016,8,30
29-08-2016,49.66,2016,8,29
26-08-2016,49.66,2016,8,26
25-08-2016,49.25,2016,8,25
24-08-2016,47.56,2016,8,24
23-08-2016,48.7,2016,8,23
22-08-2016,48.1,2016,8,22
19-08-2016,49.39,2016,8,19
18-08-2016,49.46,2016,8,18
17-08-2016,48.58,2016,8,17
16-08-2016,48.27,2016,8,16
15-08-2016,47.31,2016,8,15
12-08-2016,45.12,2016,8,12
11-08-2016,44.23,2016,8,11
10-08-2016,42.19,2016,8,10
09-08-2016,43.37,2016,8,9
08-08-2016,43.24,2016,8,8
05-08-2016,42.47,2016,8,5
04-08-2016,41.33,2016,8,4
03-08-2016,40.45,2016,8,3
02-08-2016,40,2016,8,2
01-08-2016,40.17,2016,8,1
29-07-2016,40.76,2016,7,29
28-07-2016,41.87,2016,7,28
27-07-2016,42.78,2016,7,27
26-07-2016,43.56,2016,7,26
25-07-2016,43.76,2016,7,25
22-07-2016,44.24,2016,7,22
21-07-2016,44.99,2016,7,21
20-07-2016,45.82,2016,7,20
19-07-2016,45.7,2016,7,19
18-07-2016,45.35,2016,7,18
15-07-2016,46.25,2016,7,15
14-07-2016,46.01,2016,7,14
13-07-2016,44.67,2016,7,13
12-07-2016,46.72,2016,7,12
11-07-2016,44.04,2016,7,11
08-07-2016,44.53,2016,7,8
07-07-2016,45.93,2016,7,7
06-07-2016,45.7,2016,7,6
05-07-2016,45.64,2016,7,5
04-07-2016,48.02,2016,7,4
01-07-2016,47.65,2016,7,1
30-06-2016,48.05,2016,6,30
29-06-2016,48.4,2016,6,29
28-06-2016,46.29,2016,6,28
27-06-2016,45.07,2016,6,27
24-06-2016,46.69,2016,6,24
23-06-2016,48.63,2016,6,23
22-06-2016,48.43,2016,6,22
21-06-2016,48.18,2016,6,21
20-06-2016,48.68,2016,6,20
17-06-2016,46.57,2016,6,17
16-06-2016,45.66,2016,6,16
15-06-2016,47.47,2016,6,15
14-06-2016,47.88,2016,6,14
13-06-2016,49.36,2016,6,13
10-06-2016,49.7,2016,6,10
09-06-2016,50.59,2016,6,9
08-06-2016,50.73,2016,6,8
07-06-2016,49.76,2016,6,7
06-06-2016,48.94,2016,6,6
03-06-2016,48.5,2016,6,3
02-06-2016,49.05,2016,6,2
01-06-2016,48.81,2016,6,1
31-05-2016,49.26,2016,5,31
27-05-2016,49.09,2016,5,27
26-05-2016,49.52,2016,5,26
25-05-2016,48.87,2016,5,25
24-05-2016,48.42,2016,5,24
23-05-2016,47.77,2016,5,23
20-05-2016,48.54,2016,5,20
19-05-2016,47.01,2016,5,19
18-05-2016,48.93,2016,5,18
17-05-2016,48.71,2016,5,17
16-05-2016,48.49,2016,5,16
13-05-2016,47.05,2016,5,13
12-05-2016,46.43,2016,5,12
11-05-2016,46.08,2016,5,11
10-05-2016,44.01,2016,5,10
09-05-2016,42.43,2016,5,9
06-05-2016,44.6,2016,5,6
05-05-2016,44.39,2016,5,5
04-05-2016,43.08,2016,5,4
03-05-2016,43.09,2016,5,3
02-05-2016,45.82,2016,5,2
29-04-2016,45.64,2016,4,29
28-04-2016,45.6,2016,4,28
27-04-2016,44.17,2016,4,27
26-04-2016,43.94,2016,4,26
25-04-2016,42.97,2016,4,25
22-04-2016,43.97,2016,4,22
21-04-2016,43.48,2016,4,21
20-04-2016,43.09,2016,4,20
19-04-2016,43.02,2016,4,19
18-04-2016,41.64,2016,4,18
15-04-2016,41.32,2016,4,15
14-04-2016,43.02,2016,4,14
13-04-2016,42.81,2016,4,13
12-04-2016,43.02,2016,4,12
11-04-2016,41.58,2016,4,11
08-04-2016,40.71,2016,4,8
07-04-2016,37.15,2016,4,7
06-04-2016,37.77,2016,4,6
05-04-2016,35.88,2016,4,5
04-04-2016,36.05,2016,4,4
01-04-2016,36.42,2016,4,1
31-03-2016,36.75,2016,3,31
30-03-2016,36.75,2016,3,30
29-03-2016,36.75,2016,3,29
28-03-2016,38.33,2016,3,28
24-03-2016,38.33,2016,3,24
23-03-2016,38.84,2016,3,23
22-03-2016,40.54,2016,3,22
21-03-2016,39.91,2016,3,21
18-03-2016,39.26,2016,3,18
17-03-2016,39.29,2016,3,17
16-03-2016,38.38,2016,3,16
15-03-2016,37.49,2016,3,15
14-03-2016,38.06,2016,3,14
11-03-2016,39.41,2016,3,11
10-03-2016,38.63,2016,3,10
09-03-2016,40.26,2016,3,9
08-03-2016,39.16,2016,3,8
07-03-2016,39.02,2016,3,7
04-03-2016,37.61,2016,3,4
03-03-2016,35.75,2016,3,3
02-03-2016,36.38,2016,3,2
01-03-2016,35.73,2016,3,1
29-02-2016,35.92,2016,2,29
26-02-2016,35.76,2016,2,26
25-02-2016,32.83,2016,2,25
24-02-2016,31.5,2016,2,24
23-02-2016,31.9,2016,2,23
22-02-2016,33.59,2016,2,22
19-02-2016,31.66,2016,2,19
18-02-2016,33.2,2016,2,18
17-02-2016,33.21,2016,2,17
16-02-2016,31.09,2016,2,16
12-02-2016,31.8,2016,2,12
11-02-2016,28.82,2016,2,11
10-02-2016,29.64,2016,2,10
09-02-2016,30.15,2016,2,9
08-02-2016,31.64,2016,2,8
05-02-2016,32.35,2016,2,5
04-02-2016,32.76,2016,2,4
03-02-2016,32.38,2016,2,3
02-02-2016,30.98,2016,2,2
01-02-2016,32.45,2016,2,1
29-01-2016,33.14,2016,1,29
28-01-2016,33.01,2016,1,28
27-01-2016,31.83,2016,1,27
26-01-2016,30.94,2016,1,26
25-01-2016,29.82,2016,1,25
22-01-2016,30.46,2016,1,22
21-01-2016,27.59,2016,1,21
20-01-2016,26.01,2016,1,20
19-01-2016,27.36,2016,1,19
18-01-2016,27.36,2016,1,18
15-01-2016,28.8,2016,1,15
14-01-2016,28.84,2016,1,14
13-01-2016,28.58,2016,1,13
12-01-2016,29.14,2016,1,12
11-01-2016,30.14,2016,1,11
08-01-2016,31.67,2016,1,8
07-01-2016,33.57,2016,1,7
06-01-2016,33.89,2016,1,6
05-01-2016,35.56,2016,1,5
04-01-2016,36.28,2016,1,4
31-12-2015,36.61,2015,12,31
30-12-2015,35.65,2015,12,30
29-12-2015,36.85,2015,12,29
28-12-2015,37.08,2015,12,28
24-12-2015,37.22,2015,12,24
23-12-2015,35.79,2015,12,23
22-12-2015,35.26,2015,12,22
21-12-2015,35.34,2015,12,21
18-12-2015,36.76,2015,12,18
17-12-2015,36.29,2015,12,17
16-12-2015,36.96,2015,12,16
15-12-2015,37.66,2015,12,15
14-12-2015,36.51,2015,12,14
11-12-2015,36.99,2015,12,11
10-12-2015,38.65,2015,12,10
09-12-2015,39.04,2015,12,9
08-12-2015,39.44,2015,12,8
07-12-2015,39.69,2015,12,7
04-12-2015,41.44,2015,12,4
03-12-2015,42,2015,12,3
02-12-2015,41.92,2015,12,2
01-12-2015,42.97,2015,12,1
30-11-2015,43.73,2015,11,30
27-11-2015,43.07,2015,11,27
26-11-2015,43.55,2015,11,26
25-11-2015,43.56,2015,11,25
24-11-2015,44.38,2015,11,24
23-11-2015,43.7,2015,11,23
20-11-2015,42.49,2015,11,20
19-11-2015,42.22,2015,11,19
18-11-2015,41.45,2015,11,18
17-11-2015,41.28,2015,11,17
16-11-2015,40.28,2015,11,16
13-11-2015,41.98,2015,11,13
12-11-2015,44.98,2015,11,12
11-11-2015,44.98,2015,11,11
10-11-2015,46.44,2015,11,10
09-11-2015,45.38,2015,11,9
06-11-2015,46.09,2015,11,6
05-11-2015,47.19,2015,11,5
04-11-2015,46.96,2015,11,4
03-11-2015,48,2015,11,3
02-11-2015,47.91,2015,11,2
30-10-2015,48,2015,10,30
29-10-2015,48.04,2015,10,29
28-10-2015,47.6,2015,10,28
27-10-2015,45.54,2015,10,27
26-10-2015,46.57,2015,10,26
23-10-2015,46.3,2015,10,23
22-10-2015,46.59,2015,10,22
21-10-2015,46.72,2015,10,21
20-10-2015,46.93,2015,10,20
19-10-2015,47.51,2015,10,19
16-10-2015,48.96,2015,10,16
15-10-2015,47.87,2015,10,15
14-10-2015,48.25,2015,10,14
13-10-2015,48.94,2015,10,13
12-10-2015,50.95,2015,10,12
09-10-2015,52.08,2015,10,9
08-10-2015,52.13,2015,10,8
07-10-2015,51.66,2015,10,7
06-10-2015,51.34,2015,10,6
05-10-2015,49.45,2015,10,5
02-10-2015,46.55,2015,10,2
01-10-2015,47.48,2015,10,1
30-09-2015,47.29,2015,9,30
29-09-2015,47.58,2015,9,29
28-09-2015,46.04,2015,9,28
25-09-2015,47.28,2015,9,25
24-09-2015,47.06,2015,9,24
23-09-2015,48,2015,9,23
22-09-2015,46.69,2015,9,22
21-09-2015,47.64,2015,9,21
18-09-2015,47.28,2015,9,18
17-09-2015,48.27,2015,9,17
16-09-2015,49.35,2015,9,16
15-09-2015,45.91,2015,9,15
14-09-2015,45.87,2015,9,14
11-09-2015,46.87,2015,9,11
10-09-2015,47.77,2015,9,10
09-09-2015,48.04,2015,9,9
08-09-2015,48.88,2015,9,8
07-09-2015,46.42,2015,9,7
04-09-2015,48.59,2015,9,4
03-09-2015,50.41,2015,9,3
02-09-2015,47.67,2015,9,2
01-09-2015,48.8,2015,9,1
28-08-2015,47.97,2015,8,28
27-08-2015,44.46,2015,8,27
26-08-2015,41.76,2015,8,26
25-08-2015,41.86,2015,8,25
24-08-2015,41.59,2015,8,24
21-08-2015,43.84,2015,8,21
20-08-2015,45.63,2015,8,20
19-08-2015,45.75,2015,8,19
18-08-2015,47,2015,8,18
17-08-2015,47.77,2015,8,17
14-08-2015,47.79,2015,8,14
13-08-2015,48.01,2015,8,13
12-08-2015,48.29,2015,8,12
11-08-2015,47.33,2015,8,11
10-08-2015,48.3,2015,8,10
07-08-2015,47.54,2015,8,7
06-08-2015,47.8,2015,8,6
05-08-2015,49.04,2015,8,5
04-08-2015,49.08,2015,8,4
03-08-2015,49.49,2015,8,3
31-07-2015,53.29,2015,7,31
30-07-2015,54.29,2015,7,30
29-07-2015,54.73,2015,7,29
28-07-2015,54.3,2015,7,28
27-07-2015,54.07,2015,7,27
24-07-2015,54.29,2015,7,24
23-07-2015,55.76,2015,7,23
22-07-2015,56.36,2015,7,22
21-07-2015,55.94,2015,7,21
20-07-2015,56.42,2015,7,20
17-07-2015,56.38,2015,7,17
16-07-2015,57.31,2015,7,16
15-07-2015,57.34,2015,7,15
14-07-2015,57.2,2015,7,14
13-07-2015,57.63,2015,7,13
10-07-2015,57.72,2015,7,10
09-07-2015,57.83,2015,7,9
08-07-2015,55.7,2015,7,8
07-07-2015,54.72,2015,7,7
06-07-2015,57.19,2015,7,6
03-07-2015,59.06,2015,7,3
02-07-2015,61.73,2015,7,2
01-07-2015,61.65,2015,7,1
30-06-2015,60.31,2015,6,30
29-06-2015,59.03,2015,6,29
26-06-2015,60.14,2015,6,26
25-06-2015,60.24,2015,6,25
24-06-2015,61.63,2015,6,24
23-06-2015,61.67,2015,6,23
22-06-2015,60.54,2015,6,22
19-06-2015,59.41,2015,6,19
18-06-2015,61.37,2015,6,18
17-06-2015,60.75,2015,6,17
16-06-2015,60.75,2015,6,16
15-06-2015,60.99,2015,6,15
12-06-2015,63.19,2015,6,12
11-06-2015,63.76,2015,6,11
10-06-2015,64.68,2015,6,10
09-06-2015,63.23,2015,6,9
08-06-2015,61.33,2015,6,8
05-06-2015,60.36,2015,6,5
04-06-2015,60.34,2015,6,4
03-06-2015,62.78,2015,6,3
02-06-2015,63.14,2015,6,2
01-06-2015,62.87,2015,6,1
29-05-2015,63.16,2015,5,29
28-05-2015,60.12,2015,5,28
27-05-2015,61.35,2015,5,27
26-05-2015,61.65,2015,5,26
22-05-2015,64.7,2015,5,22
21-05-2015,64.7,2015,5,21
20-05-2015,63.52,2015,5,20
19-05-2015,63.48,2015,5,19
18-05-2015,65.15,2015,5,18
15-05-2015,64.69,2015,5,15
14-05-2015,65.58,2015,5,14
13-05-2015,66.33,2015,5,13
12-05-2015,65.09,2015,5,12
11-05-2015,62.82,2015,5,11
08-05-2015,63.82,2015,5,8
07-05-2015,64.93,2015,5,7
06-05-2015,66.22,2015,5,6
05-05-2015,65.44,2015,5,5
04-05-2015,64.62,2015,5,4
01-05-2015,64.13,2015,5,1
30-04-2015,63.9,2015,4,30
29-04-2015,63.97,2015,4,29
28-04-2015,62.61,2015,4,28
27-04-2015,62.86,2015,4,27
24-04-2015,62.96,2015,4,24
23-04-2015,62.66,2015,4,23
22-04-2015,60.12,2015,4,22
21-04-2015,60.12,2015,4,21
20-04-2015,61.2,2015,4,20
17-04-2015,61.31,2015,4,17
16-04-2015,60.13,2015,4,16
15-04-2015,59.32,2015,4,15
14-04-2015,57.69,2015,4,14
13-04-2015,57.14,2015,4,13
10-04-2015,56.82,2015,4,10
09-04-2015,56.04,2015,4,9
08-04-2015,56.42,2015,4,8
07-04-2015,57.55,2015,4,7
06-04-2015,55.73,2015,4,6
02-04-2015,55.73,2015,4,2
01-04-2015,55.73,2015,4,1
31-03-2015,53.69,2015,3,31
30-03-2015,53.99,2015,3,30
27-03-2015,56.44,2015,3,27
26-03-2015,57.02,2015,3,26
25-03-2015,54.18,2015,3,25
24-03-2015,53.61,2015,3,24
23-03-2015,53.82,2015,3,23
20-03-2015,53.88,2015,3,20
19-03-2015,52.96,2015,3,19
18-03-2015,52.59,2015,3,18
17-03-2015,52.17,2015,3,17
16-03-2015,52,2015,3,16
13-03-2015,54.8,2015,3,13
12-03-2015,56.66,2015,3,12
11-03-2015,56.46,2015,3,11
10-03-2015,55.95,2015,3,10
09-03-2015,58.67,2015,3,9
06-03-2015,59.15,2015,3,6
05-03-2015,60.33,2015,3,5
04-03-2015,59.18,2015,3,4
03-03-2015,61.18,2015,3,3
02-03-2015,60.75,2015,3,2
27-02-2015,61.89,2015,2,27
26-02-2015,61.39,2015,2,26
25-02-2015,59.77,2015,2,25
24-02-2015,60.33,2015,2,24
23-02-2015,59.78,2015,2,23
20-02-2015,60.99,2015,2,20
19-02-2015,58.78,2015,2,19
18-02-2015,60.72,2015,2,18
17-02-2015,60.78,2015,2,17
16-02-2015,61.57,2015,2,16
13-02-2015,60.33,2015,2,13
12-02-2015,56.23,2015,2,12
11-02-2015,53.48,2015,2,11
10-02-2015,55.79,2015,2,10
09-02-2015,57,2015,2,9
06-02-2015,55.88,2015,2,6
05-02-2015,55.98,2015,2,5
04-02-2015,55.07,2015,2,4
03-02-2015,54.41,2015,2,3
02-02-2015,51.74,2015,2,2
30-01-2015,47.52,2015,1,30
29-01-2015,46.61,2015,1,29
28-01-2015,47.07,2015,1,28
27-01-2015,46.55,2015,1,27
26-01-2015,46.07,2015,1,26
23-01-2015,46.69,2015,1,23
22-01-2015,46.09,2015,1,22
21-01-2015,46.5,2015,1,21
20-01-2015,46.49,2015,1,20
16-01-2015,47.38,2015,1,16
15-01-2015,47.66,2015,1,15
14-01-2015,45.82,2015,1,14
13-01-2015,45.13,2015,1,13
12-01-2015,46.9,2015,1,12
09-01-2015,47.64,2015,1,9
08-01-2015,49.43,2015,1,8
07-01-2015,49.06,2015,1,7
06-01-2015,50.12,2015,1,6
05-01-2015,51.08,2015,1,5
02-01-2015,55.38,2015,1,2
31-12-2014,55.27,2014,12,31
30-12-2014,55.6,2014,12,30
29-12-2014,57.86,2014,12,29
26-12-2014,58.72,2014,12,26
24-12-2014,58.67,2014,12,24
23-12-2014,59.07,2014,12,23
22-12-2014,58.31,2014,12,22
19-12-2014,58.87,2014,12,19
18-12-2014,58.81,2014,12,18
17-12-2014,59.84,2014,12,17
16-12-2014,60.26,2014,12,16
15-12-2014,61.09,2014,12,15
12-12-2014,61.67,2014,12,12
11-12-2014,63.65,2014,12,11
10-12-2014,63.32,2014,12,10
09-12-2014,66.11,2014,12,9
08-12-2014,65.64,2014,12,8
05-12-2014,68,2014,12,5
04-12-2014,68.48,2014,12,4
03-12-2014,70.13,2014,12,3
02-12-2014,71.13,2014,12,2
01-12-2014,70.87,2014,12,1
28-11-2014,71.89,2014,11,28
26-11-2014,77.39,2014,11,26
25-11-2014,77.62,2014,11,25
24-11-2014,79.62,2014,11,24
21-11-2014,79.2,2014,11,21
20-11-2014,77.61,2014,11,20
19-11-2014,77.21,2014,11,19
18-11-2014,77.23,2014,11,18
17-11-2014,76.86,2014,11,17
14-11-2014,77.51,2014,11,14
13-11-2014,77.74,2014,11,13
12-11-2014,80.42,2014,11,12
11-11-2014,80.94,2014,11,11
10-11-2014,82.9,2014,11,10
07-11-2014,83.2,2014,11,7
06-11-2014,82.08,2014,11,6
05-11-2014,82.88,2014,11,5
04-11-2014,82.12,2014,11,4
03-11-2014,84.9,2014,11,3
31-10-2014,84.17,2014,10,31
30-10-2014,85.5,2014,10,30
29-10-2014,86.91,2014,10,29
28-10-2014,85.57,2014,10,28
27-10-2014,85.64,2014,10,27
24-10-2014,86,2014,10,24
23-10-2014,85.94,2014,10,23
22-10-2014,86.38,2014,10,22
21-10-2014,85.17,2014,10,21
20-10-2014,84.42,2014,10,20
17-10-2014,85.27,2014,10,17
16-10-2014,84.02,2014,10,16
15-10-2014,84.02,2014,10,15
14-10-2014,86.36,2014,10,14
13-10-2014,87.82,2014,10,13
10-10-2014,88.66,2014,10,10
09-10-2014,90.47,2014,10,9
08-10-2014,90.25,2014,10,8
07-10-2014,90.9,2014,10,7
06-10-2014,90.65,2014,10,6
03-10-2014,90.8,2014,10,3
02-10-2014,91.29,2014,10,2
01-10-2014,94.57,2014,10,1
30-09-2014,94.67,2014,9,30
29-09-2014,95.7,2014,9,29
26-09-2014,95.08,2014,9,26
25-09-2014,95.2,2014,9,25
24-09-2014,94.53,2014,9,24
23-09-2014,94.87,2014,9,23
22-09-2014,95.37,2014,9,22
19-09-2014,96.75,2014,9,19
18-09-2014,96.82,2014,9,18
17-09-2014,97.7,2014,9,17
16-09-2014,97.39,2014,9,16
15-09-2014,96.43,2014,9,15
12-09-2014,96.31,2014,9,12
11-09-2014,96.42,2014,9,11
10-09-2014,96.26,2014,9,10
09-09-2014,98.08,2014,9,9
08-09-2014,99.53,2014,9,8
05-09-2014,99.51,2014,9,5
04-09-2014,101.21,2014,9,4
03-09-2014,100.88,2014,9,3
02-09-2014,100.21,2014,9,2
29-08-2014,101.12,2014,8,29
28-08-2014,100.71,2014,8,28
27-08-2014,100.4,2014,8,27
26-08-2014,100.5,2014,8,26
25-08-2014,100.49,2014,8,25
22-08-2014,100.09,2014,8,22
21-08-2014,100.28,2014,8,21
20-08-2014,99.92,2014,8,20
19-08-2014,99.74,2014,8,19
18-08-2014,99.37,2014,8,18
15-08-2014,101.13,2014,8,15
14-08-2014,101.15,2014,8,14
13-08-2014,102.27,2014,8,13
12-08-2014,101.68,2014,8,12
11-08-2014,103.47,2014,8,11
08-08-2014,103.36,2014,8,8
07-08-2014,104.02,2014,8,7
06-08-2014,104.17,2014,8,6
05-08-2014,102.82,2014,8,5
04-08-2014,103.63,2014,8,4
01-08-2014,103.45,2014,8,1
31-07-2014,104.94,2014,7,31
30-07-2014,106.47,2014,7,30
29-07-2014,106.98,2014,7,29
28-07-2014,106.7,2014,7,28
25-07-2014,106.89,2014,7,25
24-07-2014,105.78,2014,7,24
23-07-2014,106.85,2014,7,23
22-07-2014,106.48,2014,7,22
21-07-2014,105.71,2014,7,21
18-07-2014,106.03,2014,7,18
17-07-2014,106.04,2014,7,17
16-07-2014,105.41,2014,7,16
15-07-2014,104.73,2014,7,15
14-07-2014,104.73,2014,7,14
11-07-2014,105.77,2014,7,11
10-07-2014,106.2,2014,7,10
09-07-2014,106.84,2014,7,9
08-07-2014,107.65,2014,7,8
07-07-2014,108.7,2014,7,7
03-07-2014,108.98,2014,7,3
02-07-2014,110.18,2014,7,2
01-07-2014,110.84,2014,7,1
30-06-2014,111.03,2014,6,30
27-06-2014,112.62,2014,6,27
26-06-2014,112.61,2014,6,26
25-06-2014,112.84,2014,6,25
24-06-2014,113.74,2014,6,24
23-06-2014,113.62,2014,6,23
20-06-2014,114.55,2014,6,20
19-06-2014,115.19,2014,6,19
18-06-2014,114.25,2014,6,18
17-06-2014,114.02,2014,6,17
16-06-2014,113.42,2014,6,16
13-06-2014,113.15,2014,6,13
12-06-2014,112.18,2014,6,12
11-06-2014,109.83,2014,6,11
10-06-2014,109.18,2014,6,10
09-06-2014,110.55,2014,6,9
06-06-2014,109.21,2014,6,6
05-06-2014,108.43,2014,6,5
04-06-2014,109.07,2014,6,4
03-06-2014,108.87,2014,6,3
02-06-2014,109.34,2014,6,2
30-05-2014,109.21,2014,5,30
29-05-2014,109.98,2014,5,29
28-05-2014,109.09,2014,5,28
27-05-2014,109.81,2014,5,27
26-05-2014,110.01,2014,5,26
23-05-2014,110.19,2014,5,23
22-05-2014,110.89,2014,5,22
21-05-2014,111.32,2014,5,21
20-05-2014,110.35,2014,5,20
19-05-2014,110.84,2014,5,19
16-05-2014,110.9,2014,5,16
15-05-2014,109.74,2014,5,15
14-05-2014,109.87,2014,5,14
13-05-2014,108.78,2014,5,13
12-05-2014,108.37,2014,5,12
09-05-2014,108.26,2014,5,9
08-05-2014,108.19,2014,5,8
07-05-2014,108.17,2014,5,7
06-05-2014,108.3,2014,5,6
05-05-2014,109.48,2014,5,5
02-05-2014,109.48,2014,5,2
01-05-2014,108.63,2014,5,1
30-04-2014,108.63,2014,4,30
29-04-2014,109.89,2014,4,29
28-04-2014,109.12,2014,4,28
25-04-2014,109.53,2014,4,25
24-04-2014,109.79,2014,4,24
23-04-2014,108.48,2014,4,23
22-04-2014,108.54,2014,4,22
21-04-2014,109.69,2014,4,21
17-04-2014,109.79,2014,4,17
16-04-2014,109.71,2014,4,16
