Date,Price,Year,Month,Day
20-04-2026,103.4,2026,4,20
17-04-2026,98.63,2026,4,17
16-04-2026,116.63,2026,4,16
15-04-2026,114.93,2026,4,15
14-04-2026,118.69,2026,4,14
13-04-2026,123.28,2026,4,13
10-04-2026,119.07,2026,4,10
09-04-2026,119.03,2026,4,9
08-04-2026,122.11,2026,4,8
07-04-2026,138.21,2026,4,7
02-04-2026,127.61,2026,4,2
01-04-2026,119.56,2026,4,1
31-03-2026,126.69,2026,3,31
30-03-2026,121.88,2026,3,30
27-03-2026,121.47,2026,3,27
26-03-2026,113.39,2026,3,26
25-03-2026,109.14,2026,3,25
24-03-2026,108.42,2026,3,24
23-03-2026,103.79,2026,3,23
20-03-2026,118.42,2026,3,20
19-03-2026,111.05,2026,3,19
18-03-2026,118.09,2026,3,18
17-03-2026,108.39,2026,3,17
16-03-2026,101.04,2026,3,16
13-03-2026,103.23,2026,3,13
12-03-2026,102.38,2026,3,12
11-03-2026,90.98,2026,3,11
10-03-2026,89.84,2026,3,10
09-03-2026,94.35,2026,3,9
06-03-2026,95.74,2026,3,6
05-03-2026,88.59,2026,3,5
04-03-2026,81.56,2026,3,4
03-03-2026,83.28,2026,3,3
02-03-2026,77.24,2026,3,2
27-02-2026,71.32,2026,2,27
26-02-2026,71.66,2026,2,26
25-02-2026,70.69,2026,2,25
24-02-2026,71.21,2026,2,24
23-02-2026,71.9,2026,2,23
20-02-2026,72.75,2026,2,20
19-02-2026,73.17,2026,2,19
18-02-2026,71.78,2026,2,18
17-02-2026,69.77,2026,2,17
16-02-2026,70.81,2026,2,16
13-02-2026,69.96,2026,2,13
12-02-2026,69.8,2026,2,12
11-02-2026,71.52,2026,2,11
10-02-2026,71.01,2026,2,10
09-02-2026,71.19,2026,2,9
06-02-2026,70.45,2026,2,6
05-02-2026,69.87,2026,2,5
04-02-2026,71.15,2026,2,4
03-02-2026,70.01,2026,2,3
02-02-2026,67.72,2026,2,2
30-01-2026,72.25,2026,1,30
29-01-2026,71,2026,1,29
28-01-2026,70.9,2026,1,28
27-01-2026,70.28,2026,1,27
26-01-2026,67.7,2026,1,26
23-01-2026,68.16,2026,1,23
22-01-2026,65.46,2026,1,22
21-01-2026,66.72,2026,1,21
20-01-2026,67.68,2026,1,20
19-01-2026,66.91,2026,1,19
16-01-2026,66.97,2026,1,16
15-01-2026,66.16,2026,1,15
14-01-2026,68.87,2026,1,14
13-01-2026,67.58,2026,1,13
12-01-2026,65.4,2026,1,12
09-01-2026,65.11,2026,1,9
08-01-2026,63.34,2026,1,8
07-01-2026,61.08,2026,1,7
06-01-2026,62.1,2026,1,6
05-01-2026,63,2026,1,5
02-01-2026,61.98,2026,1,2
31-12-2025,61.35,2025,12,31
30-12-2025,62.3,2025,12,30
29-12-2025,63.1,2025,12,29
24-12-2025,63.7,2025,12,24
23-12-2025,63.7,2025,12,23
22-12-2025,62.22,2025,12,22
19-12-2025,61.35,2025,12,19
18-12-2025,60.69,2025,12,18
17-12-2025,60.61,2025,12,17
16-12-2025,59.93,2025,12,16
15-12-2025,61.55,2025,12,15
12-12-2025,62.11,2025,12,12
11-12-2025,61.87,2025,12,11
10-12-2025,63.12,2025,12,10
09-12-2025,62.62,2025,12,9
08-12-2025,63.3,2025,12,8
05-12-2025,64.42,2025,12,5
04-12-2025,64.15,2025,12,4
03-12-2025,63.75,2025,12,3
02-12-2025,63.37,2025,12,2
01-12-2025,64.22,2025,12,1
28-11-2025,64.07,2025,11,28
27-11-2025,64.18,2025,11,27
26-11-2025,64.81,2025,11,26
25-11-2025,63.99,2025,11,25
24-11-2025,64.83,2025,11,24
21-11-2025,62.78,2025,11,21
20-11-2025,63.64,2025,11,20
19-11-2025,63.78,2025,11,19
18-11-2025,64.86,2025,11,18
17-11-2025,63.16,2025,11,17
14-11-2025,63.45,2025,11,14
13-11-2025,62.14,2025,11,13
12-11-2025,61.88,2025,11,12
11-11-2025,63.86,2025,11,11
10-11-2025,63.01,2025,11,10
07-11-2025,63.72,2025,11,7
06-11-2025,63.41,2025,11,6
05-11-2025,63.54,2025,11,5
04-11-2025,65.04,2025,11,4
03-11-2025,65.79,2025,11,3
31-10-2025,65.44,2025,10,31
30-10-2025,65.11,2025,10,30
29-10-2025,65.01,2025,10,29
28-10-2025,64.03,2025,10,28
27-10-2025,65.52,2025,10,27
24-10-2025,65.8,2025,10,24
23-10-2025,66.32,2025,10,23
22-10-2025,62.28,2025,10,22
21-10-2025,61,2025,10,21
20-10-2025,60.71,2025,10,20
17-10-2025,61.23,2025,10,17
16-10-2025,61.08,2025,10,16
15-10-2025,62.33,2025,10,15
14-10-2025,63,2025,10,14
13-10-2025,64.15,2025,10,13
10-10-2025,64.41,2025,10,10
09-10-2025,67.23,2025,10,9
08-10-2025,67.42,2025,10,8
07-10-2025,67.1,2025,10,7
06-10-2025,67.09,2025,10,6
03-10-2025,66.13,2025,10,3
02-10-2025,65.44,2025,10,2
01-10-2025,66.67,2025,10,1
30-09-2025,68.52,2025,9,30
29-09-2025,69,2025,9,29
26-09-2025,71.15,2025,9,26
25-09-2025,70.48,2025,9,25
24-09-2025,69.64,2025,9,24
23-09-2025,67.96,2025,9,23
22-09-2025,66.87,2025,9,22
19-09-2025,67.05,2025,9,19
18-09-2025,67.83,2025,9,18
17-09-2025,69.19,2025,9,17
16-09-2025,69.69,2025,9,16
15-09-2025,67.88,2025,9,15
12-09-2025,67.87,2025,9,12
11-09-2025,67.25,2025,9,11
10-09-2025,67.62,2025,9,10
09-09-2025,67.97,2025,9,9
08-09-2025,65.44,2025,9,8
05-09-2025,64.92,2025,9,5
04-09-2025,66.41,2025,9,4
03-09-2025,67.76,2025,9,3
02-09-2025,68.09,2025,9,2
01-09-2025,67.09,2025,9,1
29-08-2025,67.83,2025,8,29
28-08-2025,68.61,2025,8,28
27-08-2025,67.75,2025,8,27
26-08-2025,66.89,2025,8,26
22-08-2025,68.29,2025,8,22
21-08-2025,68.41,2025,8,21
20-08-2025,67.61,2025,8,20
19-08-2025,66.62,2025,8,19
18-08-2025,68.18,2025,8,18
15-08-2025,67.3,2025,8,15
14-08-2025,68.12,2025,8,14
13-08-2025,66.25,2025,8,13
12-08-2025,66.8,2025,8,12
11-08-2025,67.36,2025,8,11
08-08-2025,67.17,2025,8,8
07-08-2025,66.99,2025,8,7
06-08-2025,67.97,2025,8,6
05-08-2025,69.14,2025,8,5
04-08-2025,69.56,2025,8,4
01-08-2025,70.55,2025,8,1
31-07-2025,73.43,2025,7,31
30-07-2025,73.98,2025,7,30
29-07-2025,73.21,2025,7,29
28-07-2025,70.87,2025,7,28
25-07-2025,69.23,2025,7,25
24-07-2025,70.42,2025,7,24
23-07-2025,69.17,2025,7,23
22-07-2025,69.69,2025,7,22
21-07-2025,71.92,2025,7,21
18-07-2025,71.06,2025,7,18
17-07-2025,71.32,2025,7,17
16-07-2025,69.67,2025,7,16
15-07-2025,70.27,2025,7,15
14-07-2025,70.96,2025,7,14
11-07-2025,72.06,2025,7,11
10-07-2025,70.38,2025,7,10
09-07-2025,71.98,2025,7,9
08-07-2025,72.5,2025,7,8
07-07-2025,71.95,2025,7,7
04-07-2025,71.03,2025,7,4
03-07-2025,70.42,2025,7,3
02-07-2025,70.8,2025,7,2
01-07-2025,67.63,2025,7,1
30-06-2025,68.15,2025,6,30
27-06-2025,69.37,2025,6,27
26-06-2025,68.57,2025,6,26
25-06-2025,68.4,2025,6,25
24-06-2025,69.13,2025,6,24
23-06-2025,74.34,2025,6,23
20-06-2025,78.73,2025,6,20
19-06-2025,80.37,2025,6,19
18-06-2025,78.38,2025,6,18
17-06-2025,78.7,2025,6,17
16-06-2025,75.05,2025,6,16
13-06-2025,76,2025,6,13
12-06-2025,70.84,2025,6,12
11-06-2025,71.29,2025,6,11
10-06-2025,68.41,2025,6,10
09-06-2025,68.73,2025,6,9
06-06-2025,68.02,2025,6,6
05-06-2025,67.14,2025,6,5
04-06-2025,66.69,2025,6,4
03-06-2025,67.48,2025,6,3
02-06-2025,66.55,2025,6,2
30-05-2025,64.32,2025,5,30
29-05-2025,64.6,2025,5,29
28-05-2025,65.72,2025,5,28
27-05-2025,64.32,2025,5,27
23-05-2025,65.41,2025,5,23
22-05-2025,64.87,2025,5,22
21-05-2025,65.86,2025,5,21
20-05-2025,66.93,2025,5,20
19-05-2025,66.25,2025,5,19
16-05-2025,65.2,2025,5,16
15-05-2025,64.36,2025,5,15
14-05-2025,65.91,2025,5,14
13-05-2025,66.93,2025,5,13
12-05-2025,65.28,2025,5,12
09-05-2025,64.26,2025,5,9
08-05-2025,62.22,2025,5,8
07-05-2025,60.31,2025,5,7
06-05-2025,62.37,2025,5,6
02-05-2025,61.57,2025,5,2
01-05-2025,62.37,2025,5,1
30-04-2025,63.37,2025,4,30
29-04-2025,64.04,2025,4,29
28-04-2025,66.13,2025,4,28
25-04-2025,66.99,2025,4,25
24-04-2025,67.5,2025,4,24
23-04-2025,68.26,2025,4,23
22-04-2025,68.93,2025,4,22
17-04-2025,69.33,2025,4,17
16-04-2025,67.94,2025,4,16
15-04-2025,66.58,2025,4,15
14-04-2025,67.18,2025,4,14
11-04-2025,66.83,2025,4,11
10-04-2025,65.37,2025,4,10
09-04-2025,67.3,2025,4,9
08-04-2025,64.86,2025,4,8
07-04-2025,66.13,2025,4,7
04-04-2025,68.36,2025,4,4
03-04-2025,72.54,2025,4,3
02-04-2025,77.27,2025,4,2
01-04-2025,77.78,2025,4,1
31-03-2025,77.23,2025,3,31
28-03-2025,74.69,2025,3,28
27-03-2025,74.72,2025,3,27
26-03-2025,74.6,2025,3,26
25-03-2025,73.78,2025,3,25
24-03-2025,73.96,2025,3,24
21-03-2025,72.64,2025,3,21
20-03-2025,72.61,2025,3,20
19-03-2025,71.94,2025,3,19
18-03-2025,71.93,2025,3,18
17-03-2025,71.93,2025,3,17
14-03-2025,71.94,2025,3,14
13-03-2025,70.82,2025,3,13
12-03-2025,72.36,2025,3,12
11-03-2025,71.51,2025,3,11
10-03-2025,71.08,2025,3,10
07-03-2025,72.49,2025,3,7
06-03-2025,71.08,2025,3,6
05-03-2025,70.92,2025,3,5
04-03-2025,72.31,2025,3,4
03-03-2025,72.85,2025,3,3
28-02-2025,74.76,2025,2,28
27-02-2025,75.01,2025,2,27
26-02-2025,73.49,2025,2,26
25-02-2025,73.11,2025,2,25
24-02-2025,74.89,2025,2,24
21-02-2025,74.88,2025,2,21
20-02-2025,76.95,2025,2,20
19-02-2025,76.34,2025,2,19
18-02-2025,76.46,2025,2,18
17-02-2025,75.81,2025,2,17
14-02-2025,75.19,2025,2,14
13-02-2025,75.61,2025,2,13
12-02-2025,75.38,2025,2,12
11-02-2025,77.65,2025,2,11
10-02-2025,76.23,2025,2,10
07-02-2025,74.68,2025,2,7
06-02-2025,74.54,2025,2,6
05-02-2025,74.71,2025,2,5
04-02-2025,76.58,2025,2,4
03-02-2025,76.49,2025,2,3
31-01-2025,77.11,2025,1,31
30-01-2025,77.42,2025,1,30
29-01-2025,77.02,2025,1,29
28-01-2025,78.01,2025,1,28
27-01-2025,77.3,2025,1,27
24-01-2025,78.71,2025,1,24
23-01-2025,78.62,2025,1,23
22-01-2025,80,2025,1,22
21-01-2025,80.57,2025,1,21
20-01-2025,81.68,2025,1,20
17-01-2025,83.02,2025,1,17
16-01-2025,82.39,2025,1,16
15-01-2025,83.48,2025,1,15
14-01-2025,82.39,2025,1,14
13-01-2025,82.69,2025,1,13
10-01-2025,79.76,2025,1,10
09-01-2025,78.44,2025,1,9
08-01-2025,77.37,2025,1,8
07-01-2025,77.84,2025,1,7
06-01-2025,77.27,2025,1,6
03-01-2025,76.72,2025,1,3
02-01-2025,76.14,2025,1,2
31-12-2024,74.58,2024,12,31
30-12-2024,74.24,2024,12,30
27-12-2024,73.77,2024,12,27
24-12-2024,73.5,2024,12,24
23-12-2024,72.12,2024,12,23
20-12-2024,73.19,2024,12,20
19-12-2024,73.75,2024,12,19
18-12-2024,74.57,2024,12,18
17-12-2024,73.16,2024,12,17
16-12-2024,74.3,2024,12,16
13-12-2024,74.89,2024,12,13
12-12-2024,73.52,2024,12,12
11-12-2024,74.38,2024,12,11
10-12-2024,73.64,2024,12,10
09-12-2024,73.73,2024,12,9
06-12-2024,73.78,2024,12,6
05-12-2024,73.78,2024,12,5
04-12-2024,74.68,2024,12,4
03-12-2024,74.8,2024,12,3
02-12-2024,72.81,2024,12,2
29-11-2024,74.16,2024,11,29
28-11-2024,73.92,2024,11,28
27-11-2024,73.91,2024,11,27
26-11-2024,74.56,2024,11,26
25-11-2024,74.27,2024,11,25
22-11-2024,76.1,2024,11,22
21-11-2024,75.09,2024,11,21
20-11-2024,74.33,2024,11,20
19-11-2024,74.32,2024,11,19
18-11-2024,74.35,2024,11,18
15-11-2024,73.45,2024,11,15
14-11-2024,73.39,2024,11,14
13-11-2024,72.86,2024,11,13
12-11-2024,72.56,2024,11,12
11-11-2024,72.19,2024,11,11
08-11-2024,74.04,2024,11,8
07-11-2024,75.73,2024,11,7
06-11-2024,76.52,2024,11,6
05-11-2024,76.98,2024,11,5
04-11-2024,74.89,2024,11,4
01-11-2024,73.63,2024,11,1
31-10-2024,73.25,2024,10,31
30-10-2024,73.21,2024,10,30
29-10-2024,71.09,2024,10,29
28-10-2024,71.87,2024,10,28
25-10-2024,75.62,2024,10,25
24-10-2024,74.27,2024,10,24
23-10-2024,74.68,2024,10,23
22-10-2024,75.59,2024,10,22
21-10-2024,73.29,2024,10,21
18-10-2024,72.75,2024,10,18
17-10-2024,74.37,2024,10,17
16-10-2024,73.65,2024,10,16
15-10-2024,73.68,2024,10,15
14-10-2024,78.47,2024,10,14
11-10-2024,80.27,2024,10,11
10-10-2024,79.45,2024,10,10
09-10-2024,77.06,2024,10,9
08-10-2024,78.19,2024,10,8
07-10-2024,81.74,2024,10,7
04-10-2024,79.32,2024,10,4
03-10-2024,77.57,2024,10,3
02-10-2024,74.86,2024,10,2
01-10-2024,75.3,2024,10,1
30-09-2024,72.35,2024,9,30
27-09-2024,71.63,2024,9,27
26-09-2024,73.06,2024,9,26
25-09-2024,75.4,2024,9,25
24-09-2024,75.29,2024,9,24
23-09-2024,74.95,2024,9,23
20-09-2024,75.96,2024,9,20
19-09-2024,75.93,2024,9,19
18-09-2024,74.52,2024,9,18
17-09-2024,74.55,2024,9,17
16-09-2024,73.96,2024,9,16
13-09-2024,73.68,2024,9,13
12-09-2024,73.81,2024,9,12
11-09-2024,70.31,2024,9,11
10-09-2024,70.34,2024,9,10
09-09-2024,72.37,2024,9,9
06-09-2024,72.82,2024,9,6
05-09-2024,74.47,2024,9,5
04-09-2024,74.67,2024,9,4
03-09-2024,76.46,2024,9,3
02-09-2024,77.82,2024,9,2
30-08-2024,80.2,2024,8,30
29-08-2024,81.55,2024,8,29
28-08-2024,80.04,2024,8,28
27-08-2024,81.51,2024,8,27
23-08-2024,80.34,2024,8,23
22-08-2024,78.8,2024,8,22
21-08-2024,78.77,2024,8,21
20-08-2024,78.85,2024,8,20
19-08-2024,81.09,2024,8,19
16-08-2024,81.56,2024,8,16
15-08-2024,83.09,2024,8,15
14-08-2024,82.15,2024,8,14
13-08-2024,82.51,2024,8,13
12-08-2024,83.06,2024,8,12
09-08-2024,81.07,2024,8,9
08-08-2024,80.76,2024,8,8
07-08-2024,78.26,2024,8,7
06-08-2024,76.62,2024,8,6
05-08-2024,77.51,2024,8,5
02-08-2024,78.35,2024,8,2
01-08-2024,81.37,2024,8,1
31-07-2024,81.39,2024,7,31
30-07-2024,79.26,2024,7,30
29-07-2024,80.94,2024,7,29
26-07-2024,81.35,2024,7,26
25-07-2024,82.58,2024,7,25
24-07-2024,83.01,2024,7,24
23-07-2024,82.2,2024,7,23
22-07-2024,83.44,2024,7,22
19-07-2024,85.19,2024,7,19
18-07-2024,86.26,2024,7,18
17-07-2024,85.76,2024,7,17
16-07-2024,86.6,2024,7,16
15-07-2024,86.42,2024,7,15
12-07-2024,87.35,2024,7,12
11-07-2024,86.49,2024,7,11
10-07-2024,86.55,2024,7,10
09-07-2024,86.48,2024,7,9
08-07-2024,87.15,2024,7,8
05-07-2024,88.66,2024,7,5
04-07-2024,88.34,2024,7,4
03-07-2024,88.25,2024,7,3
02-07-2024,88.28,2024,7,2
01-07-2024,86.57,2024,7,1
28-06-2024,87.26,2024,6,28
27-06-2024,87,2024,6,27
26-06-2024,85.76,2024,6,26
25-06-2024,86.81,2024,6,25
24-06-2024,86.75,2024,6,24
21-06-2024,86.42,2024,6,21
20-06-2024,85.92,2024,6,20
19-06-2024,85.64,2024,6,19
18-06-2024,84.79,2024,6,18
17-06-2024,82.45,2024,6,17
14-06-2024,81.49,2024,6,14
13-06-2024,81.44,2024,6,13
12-06-2024,80.52,2024,6,12
11-06-2024,80.15,2024,6,11
10-06-2024,79.59,2024,6,10
07-06-2024,78.12,2024,6,7
06-06-2024,77.62,2024,6,6
05-06-2024,75.41,2024,6,5
04-06-2024,75.33,2024,6,4
03-06-2024,76.45,2024,6,3
31-05-2024,79.41,2024,5,31
30-05-2024,81.42,2024,5,30
29-05-2024,81.5,2024,5,29
28-05-2024,81.34,2024,5,28
24-05-2024,78.92,2024,5,24
23-05-2024,79.25,2024,5,23
22-05-2024,79.9,2024,5,22
21-05-2024,81.22,2024,5,21
20-05-2024,81.91,2024,5,20
17-05-2024,82.24,2024,5,17
16-05-2024,81.65,2024,5,16
15-05-2024,79.98,2024,5,15
14-05-2024,81,2024,5,14
13-05-2024,83.18,2024,5,13
10-05-2024,83.39,2024,5,10
09-05-2024,83.27,2024,5,9
08-05-2024,82.44,2024,5,8
07-05-2024,82.69,2024,5,7
03-05-2024,83.6,2024,5,3
02-05-2024,84.81,2024,5,2
01-05-2024,83.55,2024,5,1
30-04-2024,88.23,2024,4,30
29-04-2024,88.44,2024,4,29
26-04-2024,89.95,2024,4,26
25-04-2024,88.1,2024,4,25
24-04-2024,89.02,2024,4,24
23-04-2024,88.29,2024,4,23
22-04-2024,87.3,2024,4,22
19-04-2024,87.96,2024,4,19
18-04-2024,88.34,2024,4,18
17-04-2024,89.54,2024,4,17
16-04-2024,91.29,2024,4,16
15-04-2024,90.84,2024,4,15
12-04-2024,93.12,2024,4,12
11-04-2024,91.49,2024,4,11
10-04-2024,91.57,2024,4,10
09-04-2024,92.13,2024,4,9
08-04-2024,91.73,2024,4,8
05-04-2024,92.81,2024,4,5
04-04-2024,90.32,2024,4,4
03-04-2024,90.6,2024,4,3
02-04-2024,87.63,2024,4,2
28-03-2024,86.17,2024,3,28
27-03-2024,84.94,2024,3,27
26-03-2024,85.91,2024,3,26
25-03-2024,86.18,2024,3,25
22-03-2024,84.87,2024,3,22
21-03-2024,84.92,2024,3,21
20-03-2024,85.77,2024,3,20
19-03-2024,87.36,2024,3,19
18-03-2024,86.47,2024,3,18
15-03-2024,85.39,2024,3,15
14-03-2024,86.16,2024,3,14
13-03-2024,83.95,2024,3,13
12-03-2024,83.66,2024,3,12
11-03-2024,83.44,2024,3,11
08-03-2024,84.29,2024,3,8
07-03-2024,84.88,2024,3,7
06-03-2024,86.59,2024,3,6
05-03-2024,85.82,2024,3,5
04-03-2024,86.58,2024,3,4
01-03-2024,84.82,2024,3,1
29-02-2024,84.57,2024,2,29
28-02-2024,84.08,2024,2,28
27-02-2024,83.8,2024,2,27
26-02-2024,84.01,2024,2,26
23-02-2024,84.18,2024,2,23
22-02-2024,85.84,2024,2,22
21-02-2024,84.77,2024,2,21
20-02-2024,84.78,2024,2,20
19-02-2024,85.52,2024,2,19
16-02-2024,84.88,2024,2,16
15-02-2024,84.33,2024,2,15
14-02-2024,84.41,2024,2,14
13-02-2024,84.72,2024,2,13
12-02-2024,83.88,2024,2,12
09-02-2024,83.58,2024,2,9
08-02-2024,83.01,2024,2,8
07-02-2024,81.18,2024,2,7
06-02-2024,80.46,2024,2,6
05-02-2024,79.3,2024,2,5
02-02-2024,79.54,2024,2,2
01-02-2024,82.2,2024,2,1
31-01-2024,82.98,2024,1,31
30-01-2024,84.14,2024,1,30
29-01-2024,83.99,2024,1,29
26-01-2024,83.34,2024,1,26
25-01-2024,82.33,2024,1,25
24-01-2024,82.15,2024,1,24
23-01-2024,82.04,2024,1,23
22-01-2024,81.7,2024,1,22
19-01-2024,80.71,2024,1,19
18-01-2024,81.04,2024,1,18
17-01-2024,78.88,2024,1,17
16-01-2024,80.15,2024,1,16
15-01-2024,79.76,2024,1,15
12-01-2024,79.89,2024,1,12
11-01-2024,80.21,2024,1,11
10-01-2024,78.46,2024,1,10
09-01-2024,77.97,2024,1,9
08-01-2024,75.47,2024,1,8
05-01-2024,78.31,2024,1,5
04-01-2024,75.79,2024,1,4
03-01-2024,77.18,2024,1,3
02-01-2024,76.24,2024,1,2
29-12-2023,77.69,2023,12,29
28-12-2023,79.04,2023,12,28
27-12-2023,80.97,2023,12,27
22-12-2023,80.23,2023,12,22
21-12-2023,80.73,2023,12,21
20-12-2023,81.1,2023,12,20
19-12-2023,79.82,2023,12,19
18-12-2023,78.89,2023,12,18
15-12-2023,76.84,2023,12,15
14-12-2023,77.05,2023,12,14
13-12-2023,74.14,2023,12,13
12-12-2023,74.11,2023,12,12
11-12-2023,75.75,2023,12,11
08-12-2023,75.94,2023,12,8
07-12-2023,74.21,2023,12,7
06-12-2023,74.33,2023,12,6
05-12-2023,77.27,2023,12,5
04-12-2023,78.16,2023,12,4
01-12-2023,78.72,2023,12,1
30-11-2023,81.72,2023,11,30
29-11-2023,82.98,2023,11,29
28-11-2023,81.66,2023,11,28
27-11-2023,79.49,2023,11,27
24-11-2023,79.82,2023,11,24
23-11-2023,80.85,2023,11,23
22-11-2023,81.76,2023,11,22
21-11-2023,82.42,2023,11,21
20-11-2023,83.25,2023,11,20
17-11-2023,81.22,2023,11,17
16-11-2023,77.73,2023,11,16
15-11-2023,82.4,2023,11,15
14-11-2023,84.2,2023,11,14
13-11-2023,84.09,2023,11,13
10-11-2023,83.66,2023,11,10
09-11-2023,81.74,2023,11,9
08-11-2023,81.46,2023,11,8
07-11-2023,83.43,2023,11,7
06-11-2023,87.31,2023,11,6
03-11-2023,87.55,2023,11,3
02-11-2023,89.02,2023,11,2
01-11-2023,86.92,2023,11,1
31-10-2023,86.82,2023,10,31
30-10-2023,90.73,2023,10,30
27-10-2023,90.73,2023,10,27
26-10-2023,88.45,2023,10,26
25-10-2023,90.14,2023,10,25
24-10-2023,88,2023,10,24
23-10-2023,91.88,2023,10,23
20-10-2023,93.72,2023,10,20
19-10-2023,93.12,2023,10,19
18-10-2023,91.99,2023,10,18
17-10-2023,92.52,2023,10,17
16-10-2023,90.99,2023,10,16
13-10-2023,94.33,2023,10,13
12-10-2023,88.4,2023,10,12
11-10-2023,87.58,2023,10,11
10-10-2023,90.7,2023,10,10
09-10-2023,91.37,2023,10,9
06-10-2023,87.86,2023,10,6
05-10-2023,88.28,2023,10,5
04-10-2023,89.83,2023,10,4
03-10-2023,94.46,2023,10,3
02-10-2023,91.21,2023,10,2
29-09-2023,95.86,2023,9,29
28-09-2023,96.64,2023,9,28
27-09-2023,97.1,2023,9,27
26-09-2023,94.46,2023,9,26
25-09-2023,94.01,2023,9,25
22-09-2023,93.99,2023,9,22
21-09-2023,93.7,2023,9,21
20-09-2023,94.56,2023,9,20
19-09-2023,96.11,2023,9,19
18-09-2023,95.95,2023,9,18
15-09-2023,95.55,2023,9,15
14-09-2023,95.2,2023,9,14
13-09-2023,93.04,2023,9,13
12-09-2023,93.58,2023,9,12
11-09-2023,91.97,2023,9,11
08-09-2023,91.85,2023,9,8
07-09-2023,91.16,2023,9,7
06-09-2023,91.79,2023,9,6
05-09-2023,91.25,2023,9,5
04-09-2023,90.42,2023,9,4
01-09-2023,89.98,2023,9,1
31-08-2023,87.29,2023,8,31
30-08-2023,86.62,2023,8,30
29-08-2023,86.37,2023,8,29
25-08-2023,85.42,2023,8,25
24-08-2023,84.07,2023,8,24
23-08-2023,83.94,2023,8,23
22-08-2023,84.7,2023,8,22
21-08-2023,85.44,2023,8,21
18-08-2023,85.92,2023,8,18
17-08-2023,85.24,2023,8,17
16-08-2023,84.49,2023,8,16
15-08-2023,86.28,2023,8,15
14-08-2023,87.4,2023,8,14
11-08-2023,87.93,2023,8,11
10-08-2023,87.44,2023,8,10
09-08-2023,89.31,2023,8,9
08-08-2023,88,2023,8,8
07-08-2023,86.47,2023,8,7
04-08-2023,87.38,2023,8,4
03-08-2023,86.19,2023,8,3
02-08-2023,84.01,2023,8,2
01-08-2023,85.34,2023,8,1
31-07-2023,85.22,2023,7,31
28-07-2023,84.49,2023,7,28
27-07-2023,84.28,2023,7,27
26-07-2023,82.98,2023,7,26
25-07-2023,83.46,2023,7,25
24-07-2023,82.53,2023,7,24
21-07-2023,81.06,2023,7,21
20-07-2023,79.62,2023,7,20
19-07-2023,79.38,2023,7,19
18-07-2023,79.54,2023,7,18
17-07-2023,77.8,2023,7,17
14-07-2023,79.9,2023,7,14
13-07-2023,81.31,2023,7,13
12-07-2023,80.35,2023,7,12
11-07-2023,79.54,2023,7,11
10-07-2023,77.83,2023,7,10
07-07-2023,78.77,2023,7,7
06-07-2023,76.72,2023,7,6
05-07-2023,76.74,2023,7,5
04-07-2023,76.23,2023,7,4
03-07-2023,74.52,2023,7,3
30-06-2023,74.51,2023,6,30
29-06-2023,73.86,2023,6,29
28-06-2023,73.64,2023,6,28
27-06-2023,71.88,2023,6,27
26-06-2023,73.86,2023,6,26
23-06-2023,73.56,2023,6,23
22-06-2023,73.93,2023,6,22
21-06-2023,76.92,2023,6,21
20-06-2023,75.79,2023,6,20
19-06-2023,76.09,2023,6,19
16-06-2023,76.76,2023,6,16
15-06-2023,75.75,2023,6,15
14-06-2023,73.39,2023,6,14
13-06-2023,74.24,2023,6,13
12-06-2023,71.8,2023,6,12
09-06-2023,74.74,2023,6,9
08-06-2023,75.88,2023,6,8
07-06-2023,76.85,2023,6,7
06-06-2023,76.22,2023,6,6
05-06-2023,76.61,2023,6,5
02-06-2023,76,2023,6,2
01-06-2023,74.18,2023,6,1
31-05-2023,71.98,2023,5,31
30-05-2023,73.38,2023,5,30
26-05-2023,76.33,2023,5,26
25-05-2023,75.66,2023,5,25
24-05-2023,77.99,2023,5,24
23-05-2023,76.66,2023,5,23
22-05-2023,75.77,2023,5,22
19-05-2023,75.42,2023,5,19
18-05-2023,75.75,2023,5,18
17-05-2023,76.98,2023,5,17
16-05-2023,75.15,2023,5,16
15-05-2023,75.46,2023,5,15
12-05-2023,74.54,2023,5,12
11-05-2023,75.32,2023,5,11
10-05-2023,76.7,2023,5,10
09-05-2023,77.76,2023,5,9
05-05-2023,75.85,2023,5,5
04-05-2023,73,2023,5,4
03-05-2023,72.91,2023,5,3
02-05-2023,76.71,2023,5,2
28-04-2023,81.32,2023,4,28
27-04-2023,80.11,2023,4,27
26-04-2023,79.19,2023,4,26
25-04-2023,82.13,2023,4,25
24-04-2023,84.23,2023,4,24
21-04-2023,83.36,2023,4,21
20-04-2023,83.29,2023,4,20
19-04-2023,85.34,2023,4,19
18-04-2023,85.48,2023,4,18
17-04-2023,85.63,2023,4,17
14-04-2023,87.31,2023,4,14
13-04-2023,86.51,2023,4,13
12-04-2023,88.31,2023,4,12
11-04-2023,87.32,2023,4,11
06-04-2023,86.56,2023,4,6
05-04-2023,85.89,2023,4,5
04-04-2023,85.7,2023,4,4
03-04-2023,85.81,2023,4,3
31-03-2023,79.19,2023,3,31
30-03-2023,78.45,2023,3,30
29-03-2023,77.51,2023,3,29
28-03-2023,78.07,2023,3,28
27-03-2023,76.8,2023,3,27
24-03-2023,73.63,2023,3,24
23-03-2023,74.31,2023,3,23
22-03-2023,76.08,2023,3,22
21-03-2023,74.78,2023,3,21
